difFUBAR_Codon Sites,difFUBAR_P(ω1 > ω2),difFUBAR_P(ω2 > ω1),difFUBAR_P(ω1 > 1),difFUBAR_P(ω2 > 1),difFUBAR_mean(α),difFUBAR_mean(ω1),difFUBAR_mean(ω2),difFUBAR_P(ω1 ≠ ω2),difFUBAR_id,difFUBAR_actual_difference,difFUBAR_actual_effect_difference,difFUBAR_actual_directional_effect_difference,difFUBAR_Concatenated_ID,contrastFEL_P-value (overall),contrastFEL_Permutation p-value,contrastFEL_Q-value (overall),contrastFEL_Total branch length,contrastFEL_alpha,contrastFEL_beta (TEST),contrastFEL_beta (background),contrastFEL_subs (TEST),contrastFEL_Codon_site,contrastFEL_id,contrastFEL_actual_difference,contrastFEL_actual_effect_difference,contrastFEL_actual_directional_effect_difference,contrastFEL_1-Pvalue
272,0.9055,0.0475,0.6395,0.1025,0.25209908959268906,3.0259474344030273,0.5243352798243661,0.9055,sim.12.rep.3,false,0.0,0.0,sim.12.rep.3_codon.site.272,0.9859980535941877,-1,1,0.9740369250391923,0.2783547382900947,0,0.2907770188101118,0,272,sim.12.rep.3,false,0.0,0.0,0.014001946405812316
314,0.906,0.0355,0.9495,0.274,0.1996159216802074,6.542819581137053,1.2115501109782925,0.906,sim.12.rep.3,false,0.0,0.0,sim.12.rep.3_codon.site.314,0.9858478995482087,-1,1,2.226804951584425,0,0,0.8956153596420852,0,314,sim.12.rep.3,false,0.0,0.0,0.014152100451791272
415,0.997,0.0,0.8095,0.0035,1.4813431820140484,2.9380160491422167,0.12862420184039844,0.997,sim.12.rep.3,true,1.3599999999999999,1.3599999999999999,sim.12.rep.3_codon.site.415,0.9694540611269188,-1,1,8.690985774199993,4.450533803278146,0,1.880981490738712,1,415,sim.12.rep.3,true,1.3599999999999999,1.3599999999999999,0.030545938873081213
509,0.9565,0.0085,0.347,0.01,1.2929335490345304,1.4691753710752131,0.16268101960184306,0.9565,sim.12.rep.3,false,0.0,0.0,sim.12.rep.3_codon.site.509,0.9796372911033199,-1,1,3.539568390527751,2.259630292055698,0,0.603883998892361,1,509,sim.12.rep.3,false,0.0,0.0,0.020362708896680126
580,0.9065,0.043,0.641,0.0985,0.24361363711623635,2.983469327061378,0.5107973715225268,0.9065,sim.12.rep.3,false,0.0,0.0,sim.12.rep.3_codon.site.580,0.9861504181569895,-1,1,1.589465142653815,0.9606320721837969,0,0.2907923314507889,0,580,sim.12.rep.3,false,0.0,0.0,0.01384958184301055
594,0.911,0.0365,0.7055,0.137,0.1680669662753329,3.8599994779636715,0.6686199924888405,0.911,sim.12.rep.3,false,0.0,0.0,sim.12.rep.3_codon.site.594,0.9857738853155951,-1,1,0.5377862971674777,0,0,0.2162962982480932,0,594,sim.12.rep.3,false,0.0,0.0,0.014226114684404934
618,0.907,0.044,0.773,0.1475,0.1417000953667051,4.367015152265339,0.7745044777045528,0.907,sim.12.rep.3,false,0.0,0.0,sim.12.rep.3_codon.site.618,0.9859026892820808,-1,1,0.6552547430084592,0,0,0.2635418121821315,0,618,sim.12.rep.3,false,0.0,0.0,0.014097310717919198
303,0.0225,0.9595,0.066,0.9185,8.275441732120278,0.5513690917901202,5.910572423811553,0.9595,sim.12.rep.5,false,0.0,0.0,sim.12.rep.5_codon.site.303,1,-1,1,8179.888180662731,0,9.785704603190913,5848.688228272679,6,303,sim.12.rep.5,false,0.0,0.0,0
324,0.0015,0.992,0.0275,0.977,10.560320626234795,0.2618099402270287,3.6724655971500737,0.992,sim.26.rep.1,true,1.88,-1.88,sim.26.rep.1_codon.site.324,1,-1,1,209.4068288253909,0,245.6685760951583,12.45414018951864,27,324,sim.26.rep.1,true,1.88,-1.88,0
324,0.012,0.9635,0.0115,0.591,10.10799827163032,0.18255917508078054,1.64566422880192,0.9635,sim.26.rep.3,true,1.88,-1.88,sim.26.rep.3_codon.site.324,1,-1,1,333.1812531101351,0,302.6890791638908,35.07385564282964,26,324,sim.26.rep.3,true,1.88,-1.88,0
324,0.0005,0.9995,0.004,0.988,10.686308112635437,0.10571650726438174,2.9487784562410386,0.9995,sim.26.rep.4,true,1.88,-1.88,sim.26.rep.4_codon.site.324,1,-1,1,7190.922500152569,1.224941595283124,6567.241419337347,5119.000000004657,16,324,sim.26.rep.4,true,1.88,-1.88,0
316,0.9295,0.031,1.0,0.2955,11.243601439289906,8.854274356487672,1.5262648461362673,0.9295,sim.34.rep.1,false,0.0,0.0,sim.34.rep.1_codon.site.316,1,-1,1,87635.70506086216,3.020509238522193,1.249616169397326,9999.99999999834,0,316,sim.34.rep.1,false,0.0,0.0,0
476,0.9775,0.007,1.0,0.1405,11.245764639778555,7.1148654182370965,0.7052413161388827,0.9775,sim.34.rep.3,false,0.0,0.0,sim.34.rep.3_codon.site.476,1,-1,1,88224.43522482764,3.153240504642528,2791.732557572192,9999.99999999834,22,476,sim.34.rep.3,false,0.0,0.0,0
476,0.964,0.009,1.0,0.324,11.260907043199103,8.24315198649106,1.3109368781762503,0.964,sim.34.rep.4,false,0.0,0.0,sim.34.rep.4_codon.site.476,1,-1,1,88506.9008394844,3.078409737899348,1.296146961044367,9999.99999999834,0,476,sim.34.rep.4,false,0.0,0.0,0
135,0.007,0.9645,0.5995,0.9965,2.8197793816427943,2.0968374094539763,7.538414925288445,0.9645,sim.42.rep.1,false,0.0,0.0,sim.42.rep.1_codon.site.135,1,-1,1,860.010641262783,0,9999.999999987234,22.04057240892154,21,135,sim.42.rep.1,false,0.0,0.0,0
48,0.0015,0.992,0.0965,0.9715,4.335821853709341,0.6934020343558981,5.459628894633256,0.992,sim.42.rep.3,false,0.0,0.0,sim.42.rep.3_codon.site.48,1,-1,1,723.7563301504837,10.71978259051687,9999.99999997613,5.703556083907944,25,48,sim.42.rep.3,false,0.0,0.0,0
58,0.026,0.9265,0.6775,0.9975,5.08517951870256,2.4865046055442908,8.567860074033414,0.9265,sim.42.rep.3,false,0.0,0.0,sim.42.rep.3_codon.site.58,1,-1,1,65189.66690310049,9999.999999942816,9999.99999999834,2665.577789628589,22,58,sim.42.rep.3,false,0.0,0.0,0
115,0.9365,0.004,0.0305,0.0,0.9177116359107746,0.5663588315263562,0.15733809040691127,0.9365,sim.42.rep.3,false,0.0,0.0,sim.42.rep.3_codon.site.115,1,-1,1,11.9664645530492,2.240351056626719,7.960259288260914,0.3060329015740968,5,115,sim.42.rep.3,false,0.0,0.0,0
345,0.0005,0.9955,0.018,0.9405,4.937827134165124,0.42392472557023003,3.7193910523714764,0.9955,sim.42.rep.3,false,0.0,0.0,sim.42.rep.3_codon.site.345,1,-1,1,55988.14506957323,9999.999999987234,9999.999999987234,1771.362956256116,18,345,sim.42.rep.3,false,0.0,0.0,0
492,0.0055,0.988,0.033,0.825,7.64692572132433,0.4283071034210219,2.490975591382568,0.988,sim.42.rep.3,false,0.0,0.0,sim.42.rep.3_codon.site.492,0.9999827865043627,-1,1,140661.2913800942,9999.999999887294,9999.99999999834,9999.99999999834,21,492,sim.42.rep.3,false,0.0,0.0,1.7213495637324883e-5
135,0.943,0.0135,0.973,0.5265,4.67276488329342,5.639347396418537,1.649959239835491,0.943,sim.42.rep.4,false,0.0,0.0,sim.42.rep.4_codon.site.135,1,-1,1,6934.99403663042,2.987279434099977,9999.99999999834,6.695739359927736,20,135,sim.42.rep.4,false,0.0,0.0,0
196,0.919,0.021,0.994,0.7105,3.847410211592309,7.469082333164759,2.4795596951050523,0.919,sim.42.rep.4,false,0.0,0.0,sim.42.rep.4_codon.site.196,1,-1,1,6989.642676319523,1.708157362371441,9999.99999999834,12.43271144906852,24,196,sim.42.rep.4,false,0.0,0.0,0
230,0.011,0.982,0.06,0.9665,6.721704087174848,0.5599701363425375,5.57824475865168,0.982,sim.42.rep.4,false,0.0,0.0,sim.42.rep.4_codon.site.230,1,-1,1,68460.45743278146,9999.999999831773,9999.99999999834,1999.200000000112,19,230,sim.42.rep.4,false,0.0,0.0,0
287,0.917,0.0205,0.966,0.4075,4.711457486345815,5.331191044920448,1.3853543137113231,0.917,sim.42.rep.4,false,0.0,0.0,sim.42.rep.4_codon.site.287,1,-1,1,6951.308423060753,4.404159642112029,9999.999999987234,7.705970962555039,22,287,sim.42.rep.4,false,0.0,0.0,0
394,0.9585,0.016,0.9305,0.0945,7.710786455623498,3.7232047939466524,0.7435234132984252,0.9585,sim.42.rep.4,false,0.0,0.0,sim.42.rep.4_codon.site.394,1,-1,1,6954.29812821608,5.400865671080332,9999.999999987234,7.603268651317228,24,394,sim.42.rep.4,false,0.0,0.0,0
342,0.006,0.9205,0.087,0.6535,6.024382171780492,0.727329674786758,1.797398070402047,0.9205,sim.42.rep.5,false,0.0,0.0,sim.42.rep.5_codon.site.342,1,-1,1,694.5679693036286,7.860793099512351,9999.99999999834,4.082851043966564,28,342,sim.42.rep.5,false,0.0,0.0,0
28,0.0045,0.907,0.6865,0.977,2.542273118197545,1.6136267463814031,4.164701626860188,0.907,sim.56.rep.4,false,0.0,0.0,sim.56.rep.4_codon.site.28,1,-1,1,626.1480226246175,3.709468103913995,5.055831448886154,9999.99999999834,31,28,sim.56.rep.4,false,0.0,0.0,0
120,0.942,0.0045,0.9285,0.077,2.5465797980521927,1.8163969987289175,0.7303470461230652,0.942,sim.56.rep.4,false,0.0,0.0,sim.56.rep.4_codon.site.120,1,-1,1,606.9856337977067,3.819352393402419,1.889435239728537,9999.99999999834,27,120,sim.56.rep.4,false,0.0,0.0,0
705,1.0,0.0,0.9985,0.0235,2.528398758068261,3.163097107912311,0.4062462599306407,1.0,sim.56.rep.4,true,1.25,1.25,sim.56.rep.4_codon.site.705,1,-1,1,617.1326002882163,3.096355084823737,3.803102974629221,9999.99999999834,31,705,sim.56.rep.4,true,1.25,1.25,0
5,0.0005,0.9865,0.0,0.131,3.3645758132615513,0.3071032443384237,0.919182061251457,0.9865,sim.56.rep.5,true,0.6000000000000001,-0.6000000000000001,sim.56.rep.5_codon.site.5,1,-1,1,21298.43247504719,4.241457256000004,1.276616582699811,9007.748534378297,20,5,sim.56.rep.5,true,0.6000000000000001,-0.6000000000000001,0
279,0.025,0.932,0.139,0.8065,0.058778398914815316,0.747189294262036,4.228239398386176,0.932,sim.56.rep.5,false,0.0,0.0,sim.56.rep.5_codon.site.279,1,-1,1,20.00325553694102,0.1245268624114864,0.1230529591179014,8.008419091820835,3,279,sim.56.rep.5,false,0.0,0.0,0
497,0.0,0.997,0.0005,0.466,3.876933152631542,0.43691925164948886,1.4293323965654963,0.997,sim.56.rep.5,true,1.19,-1.19,sim.56.rep.5_codon.site.497,1,-1,1,22582.46840300426,2.932158824841042,2.595156823346693,9549.664661193661,24,497,sim.56.rep.5,true,1.19,-1.19,0
645,0.003,0.9815,0.2155,0.974,0.06193944581670075,1.0215924813122528,6.905478761241836,0.9815,sim.56.rep.5,true,2.15,-2.15,sim.56.rep.5_codon.site.645,1,-1,1,15.36640125546321,0,0.3828920682259057,5.555227794165849,6,645,sim.56.rep.5,true,2.15,-2.15,0
705,0.996,0.0005,0.9675,0.021,4.781994160068048,2.8753247663277572,0.327543043967018,0.996,sim.56.rep.5,true,1.25,1.25,sim.56.rep.5_codon.site.705,1,-1,1,23673.52011517986,3.688430560811803,6.867662545502705,9999.99999999834,33,705,sim.56.rep.5,true,1.25,1.25,0
60,0.0025,0.97,0.003,0.5915,0.73463167566793,0.5348287698094071,1.6001547973811805,0.97,sim.60.rep.1,true,1.24,-1.24,sim.60.rep.1_codon.site.60,1,-1,1,4435.055955246994,1.055090569265736,0.5854733574509282,9999.99999999834,11,60,sim.60.rep.1,true,1.24,-1.24,0
128,0.9825,0.0005,0.2315,0.001,2.6625399379042594,1.069940871569668,0.23381225639044814,0.9825,sim.60.rep.1,true,0.86,0.86,sim.60.rep.1_codon.site.128,1,-1,1,4436.763318985728,1.674916603593404,0.564850302926903,9999.99999999834,16,128,sim.60.rep.1,true,0.86,0.86,0
135,0.0005,0.981,0.0445,0.8985,2.312105159910472,0.7801558697663504,2.4331131668706623,0.981,sim.60.rep.1,true,0.81,-0.81,sim.60.rep.1_codon.site.135,1,-1,1,4449.503385912033,2.126764879098993,1.957156977505393,9999.99999999834,22,135,sim.60.rep.1,true,0.81,-0.81,0
238,0.0,1.0,0.0005,0.995,1.822614307740467,0.4019045197162373,5.828835319944165,1.0,sim.60.rep.1,true,3.69,-3.69,sim.60.rep.1_codon.site.238,1,-1,1,4456.130383472931,2.651075345766924,2.574215549622425,9999.99999999834,25,238,sim.60.rep.1,true,3.69,-3.69,0
404,0.9345,0.003,0.99,0.3445,1.341360944318513,3.6032162198164035,1.1614603583486593,0.9345,sim.60.rep.1,true,2.14,2.14,sim.60.rep.1_codon.site.404,1,-1,1,4441.030966720153,0.5666137776682719,1.497955452306974,9999.99999999834,23,404,sim.60.rep.1,true,2.14,2.14,0
485,0.0015,0.9445,0.0085,0.7005,2.368640145616492,0.6175610814764265,1.7875752905161695,0.9445,sim.60.rep.1,true,1.3,-1.3,sim.60.rep.1_codon.site.485,1,-1,1,4441.05540562045,0.6393693564386564,1.473991037315024,9999.99999999834,19,485,sim.60.rep.1,true,1.3,-1.3,0
185,0.996,0.0,0.8545,0.011,4.018326061214059,2.64532642805623,0.31670130752488146,0.996,sim.60.rep.2,true,0.64,0.64,sim.60.rep.2_codon.site.185,1,-1,1,6461.054380914437,5.392983725181604,1.537842435915273,9999.99999999834,27,185,sim.60.rep.2,true,0.64,0.64,0
217,0.931,0.0055,0.992,0.526,1.4445759258073052,4.311513327689056,1.6139374684131398,0.931,sim.60.rep.2,false,0.0,0.0,sim.60.rep.2_codon.site.217,1,-1,1,6450.484685338444,1.145233698351863,1.964637783014566,9999.99999999834,22,217,sim.60.rep.2,false,0.0,0.0,0
238,0.0,1.0,0.0065,1.0,1.233934547183627,0.5482366987846161,5.829382826441504,1.0,sim.60.rep.2,true,3.69,-3.69,sim.60.rep.2_codon.site.238,1,-1,1,6455.985364637792,2.127664771026173,2.200134858432019,9999.99999999834,26,238,sim.60.rep.2,true,3.69,-3.69,0
263,1.0,0.0,0.714,0.0,3.0082585661272745,1.6224168161639367,0.08627403663781846,1.0,sim.60.rep.2,true,1.8699999999999999,1.8699999999999999,sim.60.rep.2_codon.site.263,1,-1,1,6442.375139885598,2.062694160371306,0.7359581098186336,9999.99999999834,14,263,sim.60.rep.2,true,1.8699999999999999,1.8699999999999999,0
499,0.0,1.0,0.0,0.8915,1.334411899901143,0.03723747133435847,2.4848714210010745,1.0,sim.60.rep.2,true,1.29,-1.29,sim.60.rep.2_codon.site.499,0.9612355283233074,-1,1,29626.23209189054,8692.721471673027,0.9585790712271004,0.9959964640166394,24,499,sim.60.rep.2,true,1.29,-1.29,0.03876447167669261
181,0.01,0.97,0.2065,0.9565,6.890907014694956,0.9805916500087628,6.879574417268924,0.97,sim.60.rep.4,false,0.0,0.0,sim.60.rep.4_codon.site.181,1,-1,1,47918.44203168496,9999.999999909503,1581.244830396956,9999.99999999834,31,181,sim.60.rep.4,false,0.0,0.0,0
315,0.987,0.0,0.0505,0.0,3.8994525438825978,0.789584869189762,0.20871889901307944,0.987,sim.60.rep.4,false,0.0,0.0,sim.60.rep.4_codon.site.315,1,-1,1,5108.246912103702,5.121732852938623,0.8346793002226394,9999.99999999834,21,315,sim.60.rep.4,false,0.0,0.0,0
485,0.0015,0.9895,0.017,0.8765,2.8195601535218686,0.635685245822664,2.640030705259666,0.9895,sim.60.rep.4,true,1.3,-1.3,sim.60.rep.4_codon.site.485,1,-1,1,5119.757208608739,3.873494089096813,2.71487119801323,9999.99999999834,27,485,sim.60.rep.4,true,1.3,-1.3,0
135,0.001,0.951,0.001,0.5045,3.206884418134793,0.5351499326639855,1.4061927136217365,0.951,sim.60.rep.5,true,0.81,-0.81,sim.60.rep.5_codon.site.135,1,-1,1,6569.219864983641,5.154000404191451,2.141280139577795,9999.99999999834,25,135,sim.60.rep.5,true,0.81,-0.81,0
238,0.0,1.0,0.0,0.9665,3.177956115122003,0.17474305032817958,3.3777033044947085,1.0,sim.60.rep.5,true,3.69,-3.69,sim.60.rep.5_codon.site.238,1,-1,1,6570.121046734429,2.930332727003907,3.075725104690224,9999.99999999834,25,238,sim.60.rep.5,true,3.69,-3.69,0
263,0.9985,0.0,0.6625,0.0005,6.586574075706079,2.063763855640139,0.1461486350009978,0.9985,sim.60.rep.5,true,1.8699999999999999,1.8699999999999999,sim.60.rep.5_codon.site.263,1,-1,1,6565.541757793958,6.483034176018191,1.235210997309067,9999.99999999834,23,263,sim.60.rep.5,true,1.8699999999999999,1.8699999999999999,0
404,0.999,0.0,0.994,0.027,1.1705032501028214,3.559386672063316,0.33413520973223076,0.999,sim.60.rep.5,true,2.14,2.14,sim.60.rep.5_codon.site.404,1,-1,1,6550.356009589883,1.820323962292437,1.304188827756599,9999.99999999834,18,404,sim.60.rep.5,true,2.14,2.14,0
439,0.9485,0.002,0.2315,0.013,3.0016472181603495,1.0768630320703347,0.38423653053130147,0.9485,sim.60.rep.5,false,0.0,0.0,sim.60.rep.5_codon.site.439,1,-1,1,6545.927594283248,2.01660674750616,0.7402420030051884,9999.99999999834,16,439,sim.60.rep.5,false,0.0,0.0,0
485,0.0,1.0,0.0095,0.9625,3.291214035042379,0.5630457879200198,4.310524057830788,1.0,sim.60.rep.5,true,1.3,-1.3,sim.60.rep.5_codon.site.485,1,-1,1,6587.783467759861,1.61125474819154,5.526261682081095,9999.99999999834,29,485,sim.60.rep.5,true,1.3,-1.3,0
497,0.0,1.0,0.0,0.848,0.8461401234284741,0.08960810493205765,2.061011932818068,1.0,sim.60.rep.5,true,1.9899999999999998,-1.9899999999999998,sim.60.rep.5_codon.site.497,1,-1,1,4672.299642564873,0.7723237074332406,0.6434563706708315,7139.59055854955,13,497,sim.60.rep.5,true,1.9899999999999998,-1.9899999999999998,0
7,0.029,0.9325,0.02,0.476,0.668642746438812,0.19263961671031304,2.4086726891957952,0.9325,sim.63.rep.3,false,0.0,0.0,sim.63.rep.3_codon.site.7,0.9747222169488009,-1,1,1.052611599977311,5.811736220177794,0.9502353437051022,0,1,7,sim.63.rep.3,false,0.0,0.0,0.0252777830511991
